"lipid","type","logFC","logCPM","LR","PValue","FDR","SolventBlank","2A","2B","2C","2D","2E","1A","1B","1C","1D","1E","mean1","mean2"
"17:0 Cholesteryl ester","CE",-0.293089825222826,7.11651084789601,1.25298507547416,0.262983108987763,0.999889391799664,75968.505310066,113190.968078616,118876.968536356,116536.248168936,140025.689910902,116070.827728269,128397.009521467,139557.149963398,182513.192047036,140512.570465069,149349.389801157,148065.862359625,120940.140484616
"17:1 Campesteryl ester_simulated","CE",-0.261187295276283,8.69740337514598,0.995473154463525,0.318408356855696,0.999889391799664,61279.0842742809,368418.561218175,451101.592681918,375098.828277512,520563.738159072,406703.986450211,360537.407959119,441400.469238309,579902.960998475,360180.48667918,360942.462371919,420592.7574494,424377.341357378
"17:1 Cholesteryl ester; 16:1 Campesteryl ester","CE",-0.258490056896557,7.72568328210476,0.975015116125178,0.32343260022417,0.999889391799664,141119.030303972,174412.493530268,181885.593048085,171911.012176512,191780.133880632,181169.312744129,191281.733520529,210730.89517211,267739.858032244,207490.034942654,243994.596923837,224247.423718275,180231.709075925
"18:0 Campesteryl ester","CE",-0.19404228418812,8.54659151729586,0.549771168298321,0.458411209709436,0.999889391799664,66081.044830315,333061.082305943,425081.609924469,335073.162048389,486514.99688705,380407.011077945,314630.819671566,406390.832061781,486830.193176057,313949.703002998,312365.22018424,366833.353619328,392027.572448759
"18:0 Cholesteryl ester, 16:0 Sitosteryl ester","CE",-0.270934250479073,8.69449201150229,1.07104631396192,0.300709227833864,0.999889391799664,62574.26446533,354085.484955029,475142.668487723,355176.444534162,514157.718658457,413862.508178778,356519.800842544,437905.235504041,558880.473419222,376293.265747049,372202.683593577,420360.291821287,422484.96496283
"18:1 Campesteryl ester","CE",-0.220868252156863,8.70997756376516,0.712132448780039,0.398736798273934,0.999889391799664,67195.404510497,377039.210907105,477378.715820324,370990.663360601,534012.636993356,413150.587524316,360405.344238252,454177.689025813,564848.381011728,356724.845001244,347530.627868514,416737.37742911,434514.36292114
"18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester","CE",-0.241910284845986,8.69398252954501,0.854118470585433,0.355389847294737,0.999889391799664,65618.76452636,367513.227020369,462100.511535676,363709.063537579,516915.555603005,408604.045562506,352442.623046866,432268.185394278,570267.260437095,356772.744445871,379249.326583697,418200.027981561,423768.480651827
"18:2 Cholesteryl ester, zymosteryl oleate, 16:1 Stigmasteryl ester, 16:2 Sitosteryl ester","CE",-0.238300730644368,8.70830865310218,0.828848995704902,0.362605565161279,0.999889391799664,66368.984466559,376046.904815671,469580.86965951,367582.366485579,523772.01684551,420661.186737091,369679.342880096,429225.645691048,578920.040802096,349515.084533738,366986.363738952,418865.295529186,431528.668908672
"18:3 Campesteryl ester","CE",-0.23092931588234,8.70662973779301,0.778417927441296,0.377625430915332,0.999889391799664,68087.044769277,384480.426177878,464722.974853498,363751.788238415,529475.077270606,431766.370819038,349292.082824784,460699.790557828,562725.658203255,343192.605590844,356800.769073571,414542.181250056,434839.327471887
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester","CE",-0.269293840643547,8.76807457600345,1.05813631572573,0.303640633270278,0.999889391799664,75326.745574951,391957.027893132,470013.357208392,377139.608489934,540072.454010166,429144.468505748,388598.12640368,449104.072631792,604811.661926237,385148.225799589,387191.687744074,442970.754901074,441665.383221474
"19:0 Campesteryl ester_simulated","CE",-0.430165300886686,7.20710572868098,2.69376946720934,0.100741238144617,0.999889391799664,92507.0466919069,120074.388732886,116140.788085925,115142.50811767,122943.088500954,119408.36791995,152933.531372082,161842.351501436,189519.973327569,159841.392272954,159343.13104249,164696.075903306,118741.828271477
"19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated","CE",-0.210238293399854,8.54841731038747,0.645291641205404,0.421801087766252,0.999889391799664,66404.944946291,351802.96205141,410811.068786613,329393.502746482,479837.993637003,375049.603424101,327517.66525281,406656.929504341,494590.852294825,311251.144622792,311042.801757767,370211.878686507,389379.026129122
"2-Hydroxymyristoylcarnitine, 3-hydroxytetradecanoylcarnitine","AC",-0.0877124726195948,9.51838273363724,0.112403297401215,0.737424431593014,0.999889391799664,600726.88330077,742551.55761702,637481.36669938,607900.98437515,624829.42431655,708229.00488286,713400.19042977,826439.09619143,664817.44873046,614297.22509768,736721.25390627,711135.042871122,664198.467578192
"20:0 Campesteryl ester","CE",-0.419424103788593,7.16290981779127,2.56138043964279,0.109502929611785,0.999889391799664,91109.726715085,112261.428009021,121216.429138161,112954.527832035,116202.008483879,114450.927795418,146873.97061157,150167.451324424,188382.333679232,159789.770446735,150277.150573721,159098.135327136,115417.064251703
"20:0 Cholesteryl ester, 18:0 Sitosteryl ester","CE",-0.423389709295919,7.20490858398485,2.6098777328819,0.106199950123574,0.999889391799664,92036.586273186,118468.628540049,117001.868530264,116945.987670872,123974.809020995,120114.948059053,153690.59057613,156877.531433092,187295.252044677,163575.831604118,157155.191589448,163718.879449493,119301.248364247
"20:1 Campesteryl ester","CE",-0.502729477253737,7.19802765039778,3.67430553168951,0.0552572688590553,0.999889391799664,89904.765991196,114101.228393553,113064.688720724,111252.427612317,121919.728576656,116893.288665781,148911.930572478,169226.432678302,203228.853820675,161940.992279066,150724.571350078,166806.55614012,115446.272393806
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester","CE",-0.446036198791854,7.17708745801069,2.89540345194337,0.0888325332226646,0.999889391799664,90096.54641724,114381.728210474,119432.40850829,107151.167846661,119835.968505858,114519.088195802,151997.971130358,156951.511291525,191700.973877028,154671.350402796,158106.531127818,162685.667565905,115064.072253417
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester","CE",-0.364531473596229,7.18762313493782,1.93646501803141,0.164052871505554,0.999889391799664,97097.2867126319,116388.34906007,126573.228454599,111506.20788575,121862.408966041,117514.068328873,141016.969787602,159051.49090578,185607.372863671,155201.150970463,157288.511474583,159633.09920042,118768.852539067
"20:3 Campesteryl ester","CE",-0.424061810180994,7.19858148613512,2.61813918162943,0.105648268216856,0.999889391799664,91301.62677002,117893.408050564,121551.829223606,111581.308746338,122251.949218738,116774.088226292,146904.589904792,157961.731903026,194619.253967216,160731.692443792,159530.370666505,163949.527777066,118010.516693108
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester","CE",-0.425596121906228,7.18065863096319,2.63704820206431,0.10439735027178,0.999889391799664,94256.205932629,109153.74783325,115856.588043218,114234.58813479,124538.74896239,115712.288665779,142867.550659191,163810.890564011,194497.214538515,153127.029541048,154679.41162102,161796.419384757,115899.192327885
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester","CE",-0.416494047671762,7.04805049359438,2.52582123473417,0.111996459594246,0.999889391799664,80548.125610351,103810.487426768,108937.947753897,103546.087280285,113594.148101812,110765.187988273,132866.570098881,149464.471496587,169329.592040954,136472.79098511,144004.070251461,146427.498974599,108130.771710207
"20:5 Cholesteryl ester","CE",-0.35417494099531,6.76446831022757,1.82821327855169,0.17633872995816,0.999889391799664,57520.944305427,89548.406555178,96179.806457535,88086.706420896,104064.687164323,93386.086929301,104696.107574477,132108.868438718,137729.349945095,101585.947265619,109396.427703847,117103.340185551,94253.1387054466
"22:0 Campesteryl ester","CE",-0.259024940785263,6.16565372482071,0.978933542755414,0.322462239167522,0.999889391799664,56089.523674016,60168.5242157,58343.8437499981,63538.544692986,60200.8843231171,68927.7647247249,78321.485656754,74018.04507448,74817.005752564,71713.725318907,65561.464515685,72886.345263678,62235.9123413052
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester","CE",-0.288511632616237,6.23607698992877,1.21411546914055,0.270518592725362,0.999889391799664,56579.624145499,59927.164688112,63926.624206535,61865.28430174,65692.264404274,64992.644851673,75491.444892883,84997.26583862,84812.0261382939,76961.8854751579,73808.565521236,79214.2375732382,63280.7964904668
"22:0 Sitosteryl ester","CE",-0.15302073713256,6.18564628648021,0.341941032492826,0.558710958267835,0.999889391799664,63523.64491272,62131.96443938,58326.024291989,69498.9450225839,61723.644317631,74767.38557434,69823.665374742,73739.904495213,75418.625625607,68807.944953921,63766.54473876,70311.3370376486,65289.5927291848
"22:1 Campesteryl ester","CE",-0.233729930830004,6.22939225337164,0.797277746350957,0.371908526929619,0.999889391799664,62199.984283449,63779.34487915,63414.064758277,63903.564353954,58874.8040237597,70581.745224007,80709.8859024019,71890.564147962,78546.286071795,76919.505096435,73062.6048965659,76225.769223032,64110.7046478295
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester","CE",-0.251166183878829,6.25261057117812,0.920515457866486,0.337339666257923,0.999889391799664,58782.0442581043,61292.764297483,70171.865325943,61318.204315196,63444.50445555,66629.244911181,75297.7455444531,79873.645416257,87499.225875848,76907.80560303,76419.764984114,79199.6374847404,64571.3166610706
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester","CE",-0.159387808594256,6.20187927804071,0.370974401060565,0.542473614608705,0.999889391799664,65643.6044349657,64131.0845565699,61838.1246375992,64057.164539342,60456.504257195,72119.5452995182,72035.0853080618,76008.745338432,72753.885044094,72245.4251213209,68053.864952089,72219.4011527995,64520.4846580449
"22:2 Campesteryl ester","CE",-0.218854647246618,6.37797586221643,0.699131346483227,0.40307572842385,0.999889391799664,68301.80436706,69021.204727174,70469.1049041824,69665.505264298,72686.285079953,75932.805587769,86699.6864929318,88476.7470893871,88298.466049188,80858.685668937,77156.165573132,84297.9501747152,71554.9811126753
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester","CE",-0.181162293881342,6.1864044892444,0.479185949364464,0.488791279644423,0.999889391799664,59205.5641632129,61067.344131475,61859.003967279,65380.844451897,63007.9047279223,71500.6044197237,74384.684997557,69378.54503631,77315.845428448,70465.705238335,68680.3245315649,72045.021046443,64563.1403396594
"22:3 Campesteryl ester","CE",-0.274743963413193,6.24848283475885,1.10117834952484,0.2940076512268,0.999889391799664,60783.54490662,59809.58448792,65911.484680172,60922.164184553,65200.524581899,65077.644729611,76396.045883176,88997.546707159,84634.686431899,75001.3852233879,72565.30532836,79518.9939147964,63384.280532831
"22:3 Stigmasteryl ester","CE",-0.160843849689556,6.19223551248674,0.377779084084182,0.538794236072923,0.999889391799664,63751.9248046779,61623.6044540396,60441.084320069,67589.42486572,60075.124465949,65140.6839523411,76544.9853668084,69911.68531799,73514.524414064,76381.8057403519,68799.144958489,73030.4291595407,62973.9844116237
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester","CE",-0.283215327312407,7.2575404724694,1.17012153587416,0.279376269569842,0.999889391799664,112929.308471668,123006.268615728,126428.669067403,126759.868164043,132947.628478985,127565.28875733,151200.671203594,160104.930725092,177225.192077619,162471.111328082,160170.832061764,162234.54747923,127341.544616698
"22:5 Cholesteryl ester","CE",-0.364374220028888,7.18700709195867,1.93479912979001,0.16423435093068,0.999889391799664,96340.786437966,119153.628387466,122249.928070059,114906.448547356,121170.88897704,119336.688507069,147506.590515155,155818.610229482,178740.13171385,156934.430694634,155790.890594386,158958.130749501,119363.516497798
"22:6 Cholesteryl ester","CE",-0.36685549330385,7.16655021125488,1.96116611735897,0.161388659214933,0.999889391799664,95550.206481934,119193.908508326,119320.648132304,110548.127532952,120183.208068835,114536.727569579,137153.409942625,151107.12966917,186903.372863694,158330.030670108,154326.651245176,157564.118878155,116756.523962399
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester","CE",-0.14691005042879,6.20973943681869,0.315188572047305,0.574513586464537,0.999889391799664,65884.6048202597,64339.364242561,63593.944519041,65964.125000005,60127.524505608,69642.1446838339,77322.245430007,71525.925292976,70400.305130005,76720.704940798,67224.524795537,72638.7411178646,64733.4205902098
"3-hydroxyarachidonoylcarnitine","AC",-0.0848918896609613,10.8097655326033,0.105292516449481,0.745568542484451,0.999889391799664,1353968.27636693,1949212.81640599,1457624.05957056,1615355.58593718,1415005.37792918,1779445.22900422,1751617.7880858,1983064.15527348,1465276.37792981,1542348.17529269,1993200.9355461,1747101.48642558,1643328.61376943
"3-hydroxyeicosanoylcarnitine, Cervonyl carnitine","AC",-0.0970243223690541,10.4692465884777,0.137532814922452,0.71074615232685,0.999889391799664,1060809.85693374,1584937.46093718,1156056.6635741,1274615.49218764,1095347.01855498,1428159.69873062,1430806.76269532,1610220.37499931,1147590.95849601,1191341.8041991,1478944.48730478,1371780.8775389,1307823.2667969
"3-hydroxylinoleoylcarnitine,","AC",-0.0503461423308258,11.3391927705777,0.0370372865290847,0.847389151988768,0.999889391799664,1510980.142578,2923813.1367187,3027521.7265625,1893576.6953126,2340789.0449214,2264775.5859372,2693012.0878902,3231208.6474606,2367500.5078122,1849687.4394531,2417779.4843751,2511837.63339824,2490095.23789048
"3-hydroxypalmitoleoylcarnitine, Heptadecanoyl carnitine","AC",0.0184514845472966,12.3284665396261,0.00497496366733685,0.943769099601004,0.999889391799664,4463769.2910161,5076345.9531247,4923359.2109382,4338208.0742184,4535827.8085932,4686845.2460931,5050968.5234374,5102788.2968753,4621820.4960933,4314437.2656244,5263543.1640623,4870711.54921854,4712117.25859352
"Arachidyl carnitine, O-[(9Z)-17-carboxyheptadec-9-enoyl]carnitine","AC",-0.0355812387715122,10.7625784758476,0.0184994472438121,0.891811262384132,0.999889391799664,1429958.7871091,1664967.9785153,1478905.9248049,1633150.9482424,1471480.2031251,1680530.0224612,1676744.870117,1704983.1171875,1493007.3017577,1562028.227539,1901667.0244138,1667686.108203,1585807.01542978
"C12:0","FFA",0.020382894131045,8.93930579268488,0.00607082381316104,0.937895276451332,0.999889391799664,404439.710083036,420683.43103029,448661.33056644,521721.81762695,464924.7131348,450844.251770039,408958.89025874,463781.99230953,511892.99548339,461492.71191409,447545.711914039,458734.460375958,461367.108825704
"C12:1","FFA",-0.0671142812020113,8.9925116196557,0.0658128809300251,0.797533733512652,0.999889391799664,430924.37036127,432929.66979976,392528.148498528,679934.448730559,379199.08709718,366521.905883708,440253.99084468,393755.90856924,936342.62524417,378703.06604008,363743.586334171,502559.835406468,450222.652001947
"C14:0","FFA",-0.0444106680507691,9.77146462444966,0.0288192050793441,0.865197154162851,0.999889391799664,625245.34619145,801545.997192329,788722.49499509,884890.88354491,835555.89843752,906810.808441318,748450.17309577,740607.451782231,1021213.39868144,760915.410766589,817771.800109654,817791.646887137,843505.216522233
"C14:1","FFA",0.00467302671295641,11.0925973133173,0.000319098053296329,0.985747894049333,0.999889391799664,1791096.38281253,2094682.12402363,1803135.13134762,2310094.71386722,2015218.30541984,2572101.25976566,2037845.01953122,1672660.43847667,2353925.09277314,1681532.69384745,1951839.94787612,1939560.63850092,2159046.30688479
